,Pulled_ID,Pulled_Movie_Name,Pulled_Release_Date,Budget,Revenue,Profit,Preformer,Gender
320,770922,Canvas,2020-10-29,0,0,0,,
321,818119,Chadwick Boseman: Portrait of an Artist,2021-04-17,0,0,0,Chadwick Boseman,2
322,601801,Chopsticks,2019-05-31,0,0,0,Abhay Deol,2
323,581859,Da 5 Bloods,2020-06-12,45000000,0,-45000000,Delroy Lindo,2
324,809208,Dolly Parton: A MusiCares Tribute,2021-04-07,0,0,0,Dolly Parton,1
325,531454,Eurovision Song Contest: The Story of Fire Saga,2020-06-26,0,0,0,Rachel McAdams,1
326,343674,Gerald's Game,2017-09-29,0,0,0,Carla Gugino,1
327,575774,His House,2020-01-27,0,0,0,Sope Dirisu,2
328,622855,Jingle Jangle: A Christmas Journey,2020-11-06,0,0,0,Forest Whitaker,2
329,593280,Life Overtakes Me,2019-01-26,0,0,0,Henry Ascher,0
330,530154,Lust Stories,2018-06-15,0,0,0,Radhika Apte,1
331,458576,Monster Hunter,2020-12-03,60000000,25814306,-34185694,Milla Jovovich,1
332,407436,Mowgli: Legend of the Jungle,2018-11-25,175000000,0,-175000000,Rohan Chand,2
333,698432,Nobody Knows I'm Here,2020-04-15,0,0,0,Jorge Garcia,2
334,430830,Nobody Speak: Trials of the Free Press,2017-01-24,0,0,0,Hulk Hogan,2
335,18561,Oxygen,1999-11-12,0,0,0,Maura Tierney,1
336,384677,Set It Up,2018-06-15,0,0,0,Zoey Deutch,1
337,432789,The Incredible Jessica James,2017-01-27,0,0,0,Jessica Williams,1
338,544415,Tigertail,2020-04-10,0,0,0,Tzi Ma,2
339,412209,Tramps,2016-09-10,2000000,0,-2000000,Callum Turner,2
340,528491,WHAT DID JACK DO?,2017-11-08,0,0,0,Jack Cruz,2
341,578908,Bad Trip,2021-03-26,0,0,0,Eric André,2
342,405774,Bird Box,2018-12-13,19800000,0,-19800000,Sandra Bullock,1
343,714338,Bulbbul,2020-06-24,0,0,0,Tripti Dimri,1
344,778730,Crazy About Her,2021-02-26,0,0,0,Álvaro Cervantes,2
345,535356,Elisa & Marcela,2019-05-24,0,0,0,Natalia de Molina,1
346,3515,I'll Sleep When I'm Dead,2003-05-14,0,490964,490964,Clive Owen,2
347,500840,I'm Thinking of Ending Things,2020-08-28,0,0,0,Jessie Buckley,1
348,636709,It Takes a Lunatic,2019-05-03,0,0,0,Wynn Handman,2
349,798022,Milestone No. 2,2020-12-21,100,0,-100,Nicholas Dapolito,2
350,522393,Recovery Boys,2018-05-01,0,0,0,,
351,553648,ReMastered: Who Killed Jam Master Jay?,2018-10-12,0,0,0,Darryl McDaniels,2
352,752939,Shawn Mendes: In Wonder,2020-11-23,0,0,0,Shawn Mendes,2
353,581389,Space Sweepers,2021-02-05,21000000,0,-21000000,Song Joong-ki,2
354,520370,The American Meme,2018-12-07,0,0,0,Paris Hilton,1
355,468362,The Angel,2018-05-15,12000000,0,-12000000,Marwan Kenzari,2
356,632618,The Crimes That Bind,2020-08-20,0,0,0,Cecilia Roth,1
357,465003,The Red Sea Diving Resort,2019-07-28,0,0,0,Chris Evans,2
358,779201,What Would Sophia Loren Do?,2021-01-15,0,0,0,Nancy Kulik,1
359,667520,A Whisker Away,2020-06-18,0,0,0,Mirai Shida,1
360,802403,Ajeeb Daastaans,2021-04-16,0,0,0,Konkona Sen Sharma,1
361,763568,Arlo the Alligator Boy,2021-04-16,0,0,0,Michael J. Woodard,0
362,621753,"Bikram: Yogi, Guru, Predator",2019-09-10,0,0,0,Larissa Anderson,0
363,422128,Blame,2018-01-05,0,0,0,Quinn Shephard,1
364,671295,Blue Miracle,2021-05-27,0,0,0,Jimmy Gonzales,2
365,462104,Counterpunch,2017-06-16,1300000,0,-1300000,,
366,776142,"Crack: Cocaine, Corruption & Conspiracy",2021-01-11,0,0,0,Carl Hart,0
367,545609,Extraction,2020-04-24,65000000,0,-65000000,Chris Hemsworth,2
