,Pulled_ID,Pulled_Movie_Name,Pulled_Release_Date,Budget,Revenue,Profit,Preformer,Gender
0,616904,Enter the Anime,2019-08-05,0,0,0,Kouzou Morishita,2
1,544087,Dark Forces: Shadow People,2018-05-18,1000000,0,-1000000,,
2,653522,The App,2019-12-26,0,0,0,Vincenzo Crea,2
3,485774,The Open House,2018-01-19,0,0,0,Dylan Minnette,2
4,744876,Kaali Khuhi,2020-10-30,0,0,0,Shabana Azmi,1
5,466550,Drive,2019-11-01,0,0,0,Sushant Singh Rajput,2
6,668156,Leyla Everlasting,2020-12-04,0,0,0,Demet Akbağ,1
7,339095,The Last Days of American Crime,2020-06-05,0,0,0,Edgar Ramírez,2
8,183011,Justice League: The Flashpoint Paradox,2013-07-30,3500000,0,-3500000,Justin Chambers,2
9,734780,Sardar Ka Grandson,2021-05-18,0,0,0,Arjun Kapoor,2
10,816836,Searching for Sheela,2021-04-22,0,0,0,Ma Anand Sheela,1
11,158011,The Call,2013-03-14,13000000,68572378,55572378,Halle Berry,1
12,17314,Pistol Whipped,2008-03-04,10000000,0,-10000000,Steven Seagal,2
13,748402,All Because of You,2020-10-01,0,0,0,Hairul Azreen,2
14,180305,Mercy,2014-10-07,0,0,0,Frances O'Connor,1
15,650029,After the Raid,2019-12-19,0,0,0,,
16,429417,Ghost Stories,2018-01-20,0,135095,135095,Andy Nyman,2
17,505225,The Last Thing He Wanted,2020-02-14,0,0,0,Anne Hathaway,1
18,629277,What Happened to Mr Cha?,2021-01-01,0,0,0,Cha In-pyo,2
19,351460,Death Note,2017-08-25,40000000,0,-40000000,Nat Wolff,2
20,628039,"Hello, Privilege. It's Me, Chelsea",2019-09-13,0,0,0,Chelsea Handler,1
21,612152,Secret Obsession,2019-07-18,0,0,0,Brenda Song,1
22,582570,Sextuplets,2019-08-16,0,0,0,Marlon Wayans,2
23,346685,The Girl on the Train,2016-10-05,45000000,173185859,128185859,Emily Blunt,1
24,615678,Thunder Force,2021-04-09,0,0,0,Melissa McCarthy,1
25,714375,Fatal Affair,2020-07-16,0,0,0,Nia Long,1
26,802504,Just Say Yes,2021-04-02,0,0,0,Yolanthe Cabau,1
27,661747,Seriously Single,2020-07-31,0,0,0,Fulu Mugovhani,1
28,659063,The Misadventures of Hedi and Cokeman,2021-02-10,0,0,0,Hedi Bouchenafa,2
29,563766,5 Star Christmas,2018-12-07,0,0,0,Massimo Ghini,2
30,600700,After Maria,2019-04-28,0,0,0,Glenda Martes,0
31,407559,I Am the Pretty Thing That Lives in the House,2016-09-10,0,0,0,Ruth Wilson,1
32,504321,Paris Is Us,2019-02-22,0,0,0,Noémie Schmidt,1
33,560362,Rattlesnake,2019-10-25,0,0,0,Carmen Ejogo,1
34,19848,The Players Club,1998-04-08,4500000,23261485,18761485,LisaRaye McCoy,1
35,705899,We Are One With President-Elect Barack Obama,2009-01-18,0,0,0,Barack Obama,2
36,756252,Finding Agnes,2020-11-30,0,0,0,Jelson Bay,0
37,433249,IO,2019-01-18,0,0,0,Margaret Qualley,1
38,793723,Sentinelle,2021-03-05,0,0,0,Olga Kurylenko,1
39,688900,Sol Levante,2020-04-02,0,0,0,,
40,408755,The Binding,2016-08-02,0,0,0,Max Adler,2
41,615677,We Can Be Heroes,2020-12-25,0,0,0,YaYa Gosselin,1
42,765123,Christmas Crossfire,2020-12-04,0,0,0,Kostja Ullmann,2
43,429238,Coin Heist,2017-01-06,0,0,0,Alex Saxon,2
44,601807,Mrs. Serial Killer,2020-05-01,0,0,0,Jacqueline Fernandez,1
45,681019,Nobody Sleeps in the Woods Tonight,2020-03-13,0,0,0,Julia Wieniawa-Narkiewicz,1
46,433245,Take the 10,2017-01-20,0,0,0,Josh Peck,2
47,637157,The Main Event,2020-04-10,0,0,0,Seth Carr,2
48,347969,The Ridiculous 6,2015-12-11,60000000,0,-60000000,Adam Sandler,2
49,659067,Earth and Blood,2020-04-17,0,0,0,Sami Bouajila,2
50,726664,Fearless,2020-08-14,0,0,0,Yara Shahidi,1
51,639609,Holiday Rush,2019-11-28,0,0,0,Sonequa Martin-Green,1
52,676844,The Day of the Lord,2020-10-30,0,0,0,Juli Fàbregas,2
53,550115,Airplane Mode,2019-08-02,0,0,0,Logan Paul,2
54,475210,How It Ends,2018-07-13,20000000,0,-20000000,Theo James,2
55,683199,Love Like the Falling Rain,2020-10-15,0,0,0,Jefri Nichol,2
56,40170,Mortal Kombat: Rebirth,2010-06-08,7500,0,-7500,Lateef Crowder,2
57,787298,Squared Love,2021-02-11,0,0,0,Adrianna Chlebicka,1
58,323372,The Corpse of Anna Fritz,2015-03-15,0,0,0,Alba Ribas,1
59,433244,Clinical,2017-01-13,0,0,0,Vinessa Shaw,1
60,615177,Coffee & Kareem,2020-04-03,0,0,0,Ed Helms,2
61,399131,Dude,2018-04-20,0,0,0,Lucy Hale,1
62,664524,Geez & Ann,2021-02-25,0,0,0,Hanggini Purinda Retto,0
63,718867,The Larva Island Movie,2020-07-23,0,0,0,Hong Beom-gi,2
64,628756,American Factory: A Conversation with the Obamas,2019-09-04,0,0,0,Barack Obama,2
65,706510,Desperados,2020-07-01,0,0,0,Nasim Pedrad,1
66,747349,Dolly Parton's Christmas on the Square,2020-11-22,0,0,0,Dolly Parton,1
67,531949,Father of the Year,2018-07-20,0,0,0,David Spade,2
68,582868,Firebrand,2019-02-22,0,0,0,Usha Jadhav,1
69,710871,Ghost Lab,2021-05-26,0,0,0,Thanapob Leeratanakajorn,2
70,346650,Girlfriend's Day,2017-01-24,0,0,0,Bob Odenkirk,2
71,402582,Handsome: A Netflix Mystery Movie,2017-05-05,0,0,0,Jeff Garlin,2
72,617505,Hubie Halloween,2020-10-07,14000000,0,-14000000,Adam Sandler,2
73,463053,Ibiza,2018-05-25,0,0,0,Gillian Jacobs,1
74,531306,Rim of the World,2019-05-24,0,0,0,Jack Gore,2
75,419700,Sandy Wexler,2017-04-14,0,0,0,Adam Sandler,2
76,582607,See You Yesterday,2019-05-03,0,0,0,Eden Duncan-Smith,1
77,602310,Still Laugh-In: The Stars Celebrate,2019-05-14,0,0,0,Tiffany Haddish,1
78,778870,"Strip Down, Rise Up",2021-02-05,0,0,0,Sheila Kelley,1
79,625450,Tall Girl,2019-09-13,0,0,0,Ava Michelle,1
80,10020,Beauty and the Beast,1991-11-13,25000000,377350553,352350553,Paige O'Hara,1
81,465109,The Week Of,2018-04-27,0,0,0,Adam Sandler,2
82,525041,A Christmas Prince: The Royal Wedding,2018-11-30,0,0,0,Rose McIver,1
83,15596,Back to School,1986-06-13,11000000,91258000,80258000,Rodney Dangerfield,2
84,689723,Dangerous Lies,2020-05-30,0,0,0,Camila Mendes,1
85,645489,Gunjan Saxena: The Kargil Girl,2020-08-12,0,0,0,Pankaj Tripathi,2
86,262709,Dangerous Intuition,2013-11-18,500000,0,-500000,Genea Charpentier,1
87,478100,The Most Assassinated Woman in the World,2018-09-07,0,0,0,Anna Mouglalis,1
88,631060,Things Heard & Seen,2021-04-29,0,0,0,Amanda Seyfried,1
89,470558,To Each Her Own,2008-09-18,0,0,0,Kelly Ames,0
90,586333,Who Would You Take to a Deserted Island?,2019-03-22,0,0,0,Pol Monen,2
91,352492,XOXO,2016-08-26,0,0,0,Sarah Hyland,1
92,624963,A Babysitter's Guide to Monster Hunting,2020-10-14,0,0,0,Tamara Smart,1
93,587693,A Christmas Prince: The Royal Baby,2019-12-05,0,0,0,Rose McIver,1
94,588001,Despite Everything,2019-03-16,0,0,0,Blanca Suárez,1
95,639414,Dolly Kitty and Those Twinkling Stars,2019-10-04,0,0,0,Konkona Sen Sharma,1
96,658777,Freaks – You're One of Us,2020-09-02,0,0,0,Cornelia Gröschel,1
97,456750,"Game Over, Man!",2018-03-23,0,0,0,Adam DeVine,2
98,675592,Guilty,2020-03-06,0,0,0,Kiara Advani,1
99,523139,In the Tall Grass,2019-09-20,0,0,0,Patrick Wilson,2
100,660006,Madame Claude,2021-04-02,0,0,0,Karole Rocher,1
101,433251,Naked,2017-08-11,0,0,0,Marlon Wayans,2
102,775996,Outside the Wire,2021-01-15,0,0,0,Anthony Mackie,2
103,643882,The Princess Switch: Switched Again,2020-11-19,10000000,0,-10000000,Vanessa Hudgens,1
104,694234,Under the Riccione Sun,2020-07-01,3000000,0,-3000000,Cristiano Caccamo,2
105,364067,A Very Murray Christmas,2015-12-04,0,0,0,Bill Murray,2
106,462469,Been So Long,2018-10-12,0,0,0,Michaela Coel,1
107,625248,Dead Kids,2019-11-17,0,0,0,Kelvin Miranda,0
108,812592,Get the Grift,2021-04-28,0,0,0,Samantha Schmütz,1
109,586245,Ghosts of Sugar Land,2019-01-26,0,0,0,Kc Okoro,0
110,645998,House Arrest,2019-11-15,0,0,0,Ali Fazal,2
111,580001,Kevin Hart's Guide to Black History,2019-02-08,0,0,0,Kevin Hart,2
112,624808,Love Wedding Repeat,2020-04-10,0,0,0,Sam Claflin,2
113,401371,Mute,2018-02-23,0,0,0,Alexander Skarsgård,2
114,649087,Red Dot,2021-02-11,0,0,0,Johannes Bah Kuhnke,2
115,796124,Ride or Die,2021-02-09,0,0,0,Vanessa Allen,0
116,431072,Step Sisters,2018-01-19,10000000,0,-10000000,Eden Sher,1
117,384521,The Cloverfield Paradox,2018-02-04,45000000,0,-45000000,Gugu Mbatha-Raw,1
118,611207,The Knight Before Christmas,2019-11-21,0,0,0,Vanessa Hudgens,1
119,311307,The Legacy of a Whitetail Deer Hunter,2018-03-10,0,0,0,Josh Brolin,2
120,503619,The Package,2018-08-10,0,0,0,Daniel Doheny,2
121,423949,Unicorn Store,2017-09-11,0,0,0,Brie Larson,1
