,Movie_id,Preformer,Gender
963,150089,Victor Rasuk,2
964,454854,Roger Guenveur Smith,2
965,766331,,
966,462919,Shannon Purser,1
967,411405,Nikolaj Coster-Waldau,2
968,355008,Ricky Gervais,2
969,20626,Gérard Lanvin,2
970,390824,Marie-José Nat,1
971,411143,Maika Monroe,1
972,91007,Eric Kot Man-Fai,2
973,227823,Brontis Jodorowsky,2
974,38120,Gregg Palmer,2
975,317023,Giuseppe Addobbati,2
976,403430,Stephen Fung Tak-Lun,2
977,199704,Deskong Namgyal Nurla,0
978,276827,Otto Šimánek,2
979,609946,Uma Thurman,1
980,558847,,
981,330607,Otto Šimánek,2
982,631977,Alexandra Duca,0
983,741890,Andrea Behm,0
984,434149,,
985,254383,Ikuko Harada,0
986,287130,,
987,351969,,
988,68559,Mark Cheng,2
989,692064,Ga-Tau Chang,0
990,581389,Song Joong-ki,2
991,538604,Shelley Hennig,1
992,661665,Tarryn Lagana,1
993,574781,,
994,507294,André Benjamin,2
995,194921,Dominick Dunne,2
996,623491,Judah Lewis,2
997,767896,Jan Decleir,2
998,583083,Joey King,1
999,454983,Joey King,1
1000,727745,Joey King,1
1001,543540,Camila Mendes,1
1002,136294,Clovis Cornillac,2
1003,689652,Jurgita Jurkutė,1
1004,754800,Lavinia Wilson,1
1005,746957,Mauricio Ochmann,2
1006,500634,Abbi Jacobson,1
1007,84237,Chôemon Bandô,0
1008,413593,Syed Saad,0
1009,651070,Crystal R. Fox,1
1010,168781,Tim Roth,2
1011,836488,Bill Pullman,2
1012,66110, Bill Bunten,0
1013,363600,James Fox,0
1014,211339,Kevin Spacey,2
1015,824167,Gary Sweet,2
1016,60642,Shane MacGowan,2
1017,515333,Michael Rainey Jr.,2
1018,376581,Jason Biggs,2
1019,35733,Shane Ryan,2
1020,30157,Isabelle Huppert,1
1021,356814,Fabrizio Borsani,2
1022,21294,John Savage,2
1023,35731,Kai Lanette,0
1024,777434,Kahlil Aguilar,0
1025,127468,Mauricio Dayub,0
1026,429721,Esteban Lamothe,2
1027,762934,Maor Shweitzer,0
1028,117721,Jorge Mario,0
1029,617840,Aurora Di Modugno,0
1030,667284,Curtiss Cook Jr.,2
1031,255341,Geoffrey Deuel,2
1032,392156,Warner Baxter,2
1033,219442,,
1034,340244,Joey Baldwin,0
1035,336228,Klaus Herm,2
1036,293242,,
1037,503736,Dave Bautista,2
1038,831982,Zack Snyder,2
1039,28939,Ross Kelly,0
1040,485811,Oris Erhuero,2
1041,766,Bruce Campbell,2
1042,777350,,
1043,521935,Madeline Brewer,1
1044,513268,Mary J. Blige,1
1045,314996,Laura Allen,1
1046,792237,Steve Aaron-Sipple,0
1047,305967,Lotta Losten,1
1048,301201,Antónia Lišková,1
1049,320662,Abbey Rhode,0
1050,40931,Andreau Thomas,0
1051,591027,Tori Black,1
1052,495305,Arianne Zucker,1
1053,429838,Erin Cline,1
1054,314277,,
1055,843198,,
1056,692577,,
1057,411837,Ngô Thanh Vân,1
1058,601665,,
1059,511074,Ferdi Kurtuldu,0
1060,678166,,
1061,767933,Adam Fox,0
1062,513409,Alicia Vikander,1
1063,612701,David Harbour,2
1064,653601,Alison Brie,1
1065,635870,Kayli Vander Heide,0
1066,640520,Ha Myeong-jung,2
1067,550860,Father Bob Weiss,0
1068,686919,Manisha Koirala,1
1069,254690,Magdalena Cielecka,1
1070,351860,Lidia Wysocka,0
1071,841923,L. Dvořáková,1
1072,301765,,
1073,81087,Ram Pothineni,2
1074,9460,Jet Li,2
1075,14517,Stephanie Leonidas,1
1076,24356,Bob Dylan,2
1077,11177,Cher,1
1078,25705,Casper Van Dien,2
1079,854,Jim Carrey,2
1080,452607,,
1081,49516,Andy On,2
1082,153879,Lorenzo Lamas,2
1083,10214,Jamie Kennedy,2
1084,27886,Caroline Munro,1
1085,62904,Nikki DeLoach,1
1086,14919,Kevin Conroy,2
1087,18681,Ewan McGregor,2
1088,21137,Alice Bag,0
1089,287982,Lloyd Kaufman,2
1090,36724,Dave Mustaine,2
1091,164388,Fat Mike,2
1092,26163,Lou Dobbs,2
1093,44848,Rick Wilder,0
1094,751935,,
1095,276222,,
1096,430489,Fat Mike,2
1097,777249,,
1098,141995,,
1099,774054,Joshua Fields Millburn,0
1100,419472,Jack Black,2
1101,611213,Meryl Streep,1
1102,487702,Danielle Campbell,1
1103,598059,Frank Fortuna,0
1104,206512,Jennifer Jason Leigh,1
1105,762535,Todd A. Kovner,0
1106,843519,,
1107,578043,Mary Frann,0
1108,552531,,
1109,128998,Sheelagh Bevan,0
1110,775915,Stu Wolfson,0
1111,701955,,
1112,296578,Viktor Grudev,0
1113,139183,,
1114,569513,,
1115,354859,Oscar Isaac,2
1116,446523,,
1117,634521,Minami Hamabe,1
1118,476292,Manaka Iwami,1
1119,13172,Seann William Scott,2
1120,814154,Chris Connell,0
1121,339396,Kevin James,2
1122,668195,Aniello Arena,2
1123,684037,Christoph Ruf,0
1124,417552,,
1125,82472,Sabrina Bertaccini,0
1126,220611,David Novotný,2
1127,673540,Nico Schoch,0
1128,811107,Jochen Breyer,2
1129,721685,,
1130,821510,Vincent Kartheiser,2
1131,192644,Silas Gordon Brigham,0
1132,27709,George Maharis,2
1133,83479,Patricia Altschul,0
1134,346564,,
1135,8764,Val Kilmer,2
1136,139361,Susan Hayward,1
1137,163754,Akiko Yajima,1
1138,699,Roger Moore,2
1139,622721,,
1140,430446,Chiwetel Ejiofor,2
1141,70548,,
1142,519253,Marco Giallini,2
1143,414190,Bill Milner,2
1144,454261,Yōta Kawase,2
1145,559082,Rohit Kokate,0
1146,581475,Alfre Woodard,1
1147,504118,Alfred Rode,2
1148,467185,,
1149,715746,Márcia Gomes da Silva,0
1150,586521,Cheddy García,0
1151,61983,Antonio Casal,0
1152,407459,Edwin Carewe,2
1153,301999,Heinrich George,2
1154,831463,Beatriz Michelena,1
1155,390163,Mariola Fuentes,1
1156,277041,Marie Menken,1
1157,678006,,
1158,292233,Renate Blume,1
1159,514999,Adam Sandler,2
1160,10440,Woody Allen,2
1161,638974,,
1162,353977,,
1163,346979,,
1164,832320,Jessica Taige,0
1165,606624,,
1166,119118,Neil Hamilton,2
1167,128721,Robert Beatty,2
1168,463312,Donald Meek,2
1169,287169,Donald Meek,2
1170,251271,Reginald Denny,2
1171,354253,,
1172,288929,,
1173,766475,Saoirse Ronan,1
1174,568154,,
1175,836032,Rebecca Zahau,0
1176,769894,,
1177,467589,Krishna Abhishek,2
1178,740490,Gregory Borissov,2
1179,605116,Jamie Foxx,2
1180,303181,Raj Patel,0
1181,505379,Lily James,1
1182,223,Laurence Olivier,2
1183,38716,Shirley Temple,1
1184,597384,Michel Bouquet,2
1185,409626,Lise Wolle,0
1186,643732,Pippa Grandison,1
1187,527570,Joseph Benjamin,0
1188,636690,Bethan Cullinane,0
1189,36822,Mary Pickford,1
1190,759020,Dana Estévez,0
1191,249530,Alessio Boni,2
1192,324438,Marika Green,1
1193,770269,Rebecca Scheja,0
1194,367706,,
1195,156527,Cliff Robertson,2
1196,763294,,
1197,231498,Eva Habermann,1
1198,686983,,
1199,467607,Simone Buchanan,1
1200,368158,,
1201,654028,Kurt Russell,2
1202,454983,Joey King,1
1203,583083,Joey King,1
1204,727745,Joey King,1
1205,556803,Vanessa Hudgens,1
1206,643882,Vanessa Hudgens,1
1207,785533,Vanessa Hudgens,1
1208,565426,Lana Condor,1
1209,354287,Brad Pitt,2
1210,339993,Robert Amstler,2
1211,323991,,
1212,437735,Powers Boothe,2
1213,790772,Aymeric Chauprade,2
1214,436725,William Hartnell,2
1215,314686,Rocky Shades,0
1216,783091,Ray Foushee,0
1217,391506,Ricky Carmichael,0
1218,783086,Ray Foushee,0
1219,783116,Ray Foushee,0
1220,509967,Ryan Reynolds,2
1221,24837,Fred Vogel,0
1222,11902,Miki Manojlović,2
1223,24836,Kyle Dealman,0
1224,39855,Cristie Whiles,0
1225,217326,Dania Ramirez,1
1226,80195,Sofia Pernas,1
1227,17318,Mark Strange,2
1228,136698,Callan McAuliffe,2
1229,661927,Joakim Robillard,2
1230,543836,Lou Reed,2
1231,146072,Bud Collyer,2
1232,182873,Scott Adkins,2
1233,90934,Anthony Wong,2
1234,295373,Felipe Camargo,2
1235,586617,Callyn Dorval,0
1236,149883,Kristen Schaal,1
1237,75946,Randall Batinkoff,2
1238,73241,John Cale,2
1239,765733,Stephanie Cathey,0
1240,584962,Zach Galifianakis,2
1241,426265,Trevor Jackson,2
1242,329294,Daliah Lavi,1
1243,445547,Kazuo Hasegawa,2
1244,430826,Hannah Cagwin,1
1245,428687,Ashleigh Murray,1
1246,644092,Kea Peahu,1
1247,615665,Emma Roberts,1
1248,531438,Rob Lowe,2
1249,318256,Ava Taylor,1
1250,38322,Martin Lawrence,2
1251,518452,Kristen Bell,1
1252,36914,Dudley Moore,2
1253,128614,Tom Laughlin,2
1254,89253,Robson Green,2
1255,97294,Harry Hamlin,2
1256,516647,Maxwell Grant,0
1257,633155,Jason Stuart,2
1258,626862,Ned Kelly,0
1259,777651,Niño Muhlach,0
1260,641919,,
1261,509319,Luca Alexander,2
1262,177945,Masaharu Fukuyama,2
1263,254810,Mac Alsfeld,0
1264,410840,Lee Chae-dam,1
1265,417667,Andrzej Andrzejewski,0
1266,843445,,
1267,392116,Elma Postma,0
1268,687391,,
1269,489785,Kim Sang-joong,2
1270,567970,Amy Ryan,1
1271,762006,Louis Partridge,2
1272,479259,Alexandra Daddario,1
1273,381737,Jeff Ward,2
1274,27891,Joe Estevez,2
1275,776047,Olivia d'Abo,1
1276,346580,Eliza Swenson,1
1277,38678,Lisa Ling,0
1278,425369,Loretta Young,1
1279,531719,Jaroslava Schallerová,1
1280,495305,Arianne Zucker,1
1281,4535,Tony Kendall,2
1282,356218,Tuva Jagell,1
1283,30711,Robert Vaughn,2
1284,167066,Françoise Blanchard,1
1285,342657,Park Bo-young,1
1286,28809,Silvia Solar,1
1287,89072,Cheri Caffaro,1
1288,531509,Angela Bassett,1
1289,624213,,
1290,347689,Paul Reubens,2
1291,671039,Lannick Gautry,2
1292,653744,Wagner Moura,2
1293,473352,Tomás Cao,2
1294,39442,Sérgio Vieira de Mello,2
1295,161831,Lina Morgan,1
1296,833045,Sergio Larraín,2
1297,264117,Carla Leone,0
1298,562022,Tonino Delli Colli,2
1299,150636,Sérgio Mallandro,2
1300,569055,Sergio Leone,2
1301,572525,Orio Caldiron,0
1302,306506,Charlie Cox,2
1303,647903,Sergio Citti,2
1304,320436,,
1305,741008,Sergio Stivaletti,2
1306,141545,Sérgio Reis,2
1307,469732,Sergio Leone,2
1308,129869,Sergio Sollima,2
1309,827443,,
1310,347703,Renato Teixeira,2
1311,402916,Renato Teixeira,2
1312,646955,Engin Günaydın,2
1313,666649,Clara Bernadeth,0
1314,623491,Judah Lewis,2
1315,343701,Hiski Hämäläinen,2
1316,544431,Dylan McDermott,2
1317,548064,Fran Kranz,2
1318,37414,Casey Affleck,2
1319,31604,James Caan,2
1320,43109,James Best,2
1321,2182,David Miller,2
1322,15482,Anthony Starke,2
1323,400649,Kayla Compton,1
1324,510685,Kosachev Nikita,2
1325,483205,Richard Cabral,2
1326,493622,Emraan Hashmi,2
1327,13942,Eliza Dushku,1
1328,585642,Cindy Busby,1
1329,129524,John Schneider,2
1330,37415,Stacy Keach,2
1331,270851,Shannen Doherty,1
1332,37017,Nancy Stafford,1
1333,842627,Brittany Underwood,1
1334,576156,Issa Rae,1
1335,586554,John Ventimiglia,2
1336,401743,Melissa Leo,1
1337,529962,Allison Williams,1
1338,287568,,
1339,567875,,
1340,284709,,
1341,275343,,
1342,348284,Jacki Weaver,1
1343,186257,Michael James Dukes,2
1344,499555,John McEnroe,2
1345,744991,Kajol,1
1346,438396,Javier Rey,2
1347,612706,Sabrina Carpenter,1
1348,782491,Andrew Balazs,0
1349,196311,,
1350,140933,,
1351,564148,Aaron J. March,2
1352,759844,,
1353,522185,Joel Freeman,2
1354,522189,Joel Freeman,2
1355,522192,Joel Freeman,2
1356,522194,Joel Freeman,2
1357,401460,Derek Savage,2
1358,656561,Dee Bradley Baker,2
1359,694254,Andrea Arcangeli,2
1360,182228,John Rhys-Davies,2
1361,107315,Edward Furlong,2
1362,48562,Stan Laurel,2
1363,587996,Javier Gutiérrez,2
1364,125310,Alan Ladd,2
1365,76469,Wes Bentley,2
1366,346765,Lige Conley,2
1367,417838,Frank Graham,2
1368,358976,Nikolay Kryuchkov,2
1369,437463,Kristen Robek,1
1370,84577,Val Kilmer,2
1371,755340,Jimmy Jean-Louis,2
1372,672914,,
1373,655832,Gading Marten,0
1374,826844,,
1375,809236,Ecem Erkek,1
1376,510498,André Holland,2
1377,554023,Noel Gallagher,2
1378,137903,,
1379,720390,,
1380,749542,,
1381,153551,,
1382,530382,Boyd Holbrook,2
1383,14284,Buzz Aldrin,2
1384,239889,,
1385,706503,Alban Lenoir,2
1386,726940,Simon Greenall,2
1387,765684,Simon Greenall,2
1388,752885,Simon Greenall,2
1389,139709,,
1390,163760,,
1391,673174,Marta Etura,1
1392,426257,Chanté Adams,1
1393,515248,Gina Rodriguez,1
1394,581600,Mark Wahlberg,2
1395,696337,,
1396,452731,Ben Mendelsohn,2
1397,510073,Rachel Dolezal,0
1398,397442,Jake Johnson,2
1399,110861,Greg Maddux,0
1400,161460,Tony Curtis,2
1401,569923,Huang Yuan Shen,0
1402,638619,Mark Forward,0
1403,743650,,
1404,702622,Horiuchi Makoto,0
1405,452507,Thomas Jane,2
1406,291519,Antigoni Amanitou,0
1407,486125,,
1408,405065,,
1409,336140,,
1410,434721,Lily Long,0
1411,389171,,
1412,763919,Marion Aye,1
1413,309085,,
1414,182023,Eleni Bastea,0
1415,260438,,
1416,544886,,
1417,254070,Roald Amundsen,0
1418,154450,,
1419,602760,Gabriela Cámara,0
1420,511785,Daniel Doheny,2
1421,424121,Dan Stevens,2
1422,476968,Jim Caviezel,2
1423,410129,John Rhys-Davies,2
1424,2895,Robert Duvall,2
1425,127770,Robert Loggia,2
1426,698584,Henry Goodman,2
1427,294457,Fayçal Safi,2
1428,139900,Carlos Blanco Vila,2
1429,277330,Nicholas McCarthy,0
1430,759731,William S. Hart,2
1431,788822,,
1432,311464,,
1433,269845,,
1434,320817,,
1435,77733,,
1436,270599,,
1437,842602,KC Allen,0
1438,496820,,
1439,784004,,
1440,256458,Kim In-kwon,2
1441,495193,Gabriel Bateman,2
1442,23069,Patsy Garrett,1
1443,21299,Red Steagall,2
1444,44415,Nick Whitaker,2
1445,38802,Benjean,1
1446,180705,,
1447,270787,,
1448,272318,,
1449,272475,,
1450,719013,Gerald Jones III,0
1451,313489,Benji Brown,0
1452,319748,,
1453,44418,Ron Moody,2
1454,171899,Akari Hibino,1
1455,172409,Akari Hibino,1
1456,172418,,
1457,242980,,
1458,172415,,
1459,264992,,
1460,447997,,
1461,400106,Will Smith,2
1462,342470,Elle Fanning,1
1463,39957,Briana Evigan,1
1464,29963,Abbie Cornish,1
1465,174311,Paul Giamatti,2
1466,15271,Stephen Campbell Moore,2
1467,95590,Dermot Mulroney,2
1468,29887,Shirley Temple,1
1469,17170,Michael J. Fox,2
1470,109258,Arthur Kennedy,2
1471,626307,Jodie Sweetin,1
1472,398738,Carrie Fisher,1
1473,497696,Joel Edgerton,2
1474,425972,Martin Freeman,2
1475,384737,Bruce Willis,2
1476,34069,Martin Rapold,2
1477,182972,Andy Rodoreda,2
1478,15073,Peter Mullan,2
1479,548162,Ron Thompson,2
1480,460992,Edward Asner,2
1481,106541,Natasha Rinis,0
1482,50271,Joan Crawford,1
1483,174773,Dana Andrews,2
1484,52477,Jason London,2
1485,102526,Hedy Lamarr,1
1486,404878,,
1487,814367,Rino Cammarata,0
1488,176546,Jack Warner,2
1489,385753,Dree Hemingway,1
1490,47632,John Calvert,2
1491,473311,Josse De Pauw,0
1492,257027,Jack Watling,2
1493,210088,Pierre Lebeau,2
1494,621954,Idris Elba,2
1495,237802,Tom Selleck,2
1496,707886,Sofia Carson,1
1497,540805,Magnus Krepper,2
1498,577002,Rinal Mukhametov,2
1499,799497,Edmilson Filho,2
1500,515841,Vincent Elbaz,2
1501,505003,Michael Raymond-James,2
1502,17993,Fred Ward,2
1503,341886,Casper Van Dien,2
1504,787675,,
1505,256599,Brooke D'Orsay,1
1506,780632,Acha Septriasa,1
1507,404040,Amanda McCann,0
1508,21841,Jon Ray,0
1509,64129,Robert Taylor,2
1510,590304,Noni Hazlehurst,1
1511,536331,Linda de Mol,1
1512,416009,Jack Cassidy,2
1513,107593,Bette Davis,1
1514,2106,Dirk Bogarde,2
1515,789899,,
1516,69325,Samaire Armstrong,1
1517,147681,,
1518,61469,Felicia Day,1
1519,542775,Shelby Alayne Antel,0
1520,523368,Aaron Kwok,2
1521,596178,Manav Kaul,2
1522,122280,Annie Potts,1
1523,58558,José van Dam,2
1524,429212,Eiko Nagashima,1
1525,534020,Sarkhan Sarkhan,0
1526,824865,Tony Blair,2
1527,674865,Valeria Bertuccelli,1
1528,483906,Mads Mikkelsen,2
1529,5255,Tom Hanks,2
1530,244539,Mark Ruffalo,2
1531,448665,,
1532,1414,Najwa Nimri,1
1533,190417,Jean-François Balmer,2
1534,483494,Humberto Busto,2
1535,69108,Clarence Nash,2
1536,27391,Jack Coleman,2
1537,59290,Charles Shaughnessy,2
1538,436511,Jeremy Clarkson,2
1539,806169,George Eastman,2
1540,507167,,
1541,236214,Mel Blanc,2
1542,234965,Daws Butler,2
1543,70631,Maximilian Brauer,2
1544,650718,,
1545,707050,Evelyn Bertoni,0
1546,732891,,
1547,419231,Don Morrow,0
1548,390054,Logan Marshall-Green,2
1549,787153,Stephen M. Gilbert,0
1550,401311,Mabel Mercer,0
1551,148514,,
1552,269005,Milena Dravić,1
1553,397355,,
1554,266425,Jordon Hodges,0
1555,331114,Emma de Caunes,1
1556,457962,Rainn Wilson,2
1557,324670,James Badge Dale,2
1558,495228,,
1559,344892,,
1560,449383,,
1561,823752,,
1562,823741,,
1563,823744,,
1564,823749,,
1565,822109,Klô Pelgag,1
1566,751818,Steve Hackett,2
1567,623491,Judah Lewis,2
1568,419479,Samara Weaving,1
1569,37141,Alicia Silverstone,1
1570,276530,Patty Duke,1
1571,69945,Keri Russell,1
1572,374805,Josh Cooke,2
1573,13078,John Leguizamo,2
1574,686464,Melody Danielle Rice,1
1575,67968,Patricia Wymer,0
1576,518762,Frédérique Dansereau,0
1577,584545,Alesandra Assante,1
1578,822489,Tierra Abbott,1
1579,766394,Niamh O'Donnell,0
1580,784876,Hannah Aniela,1
1581,15413,Christina Applegate,1
1582,393318,,
1583,453296,Daphne Zuniga,1
1584,430332,,
1585,479934,Dora Madison,1
1586,67966,Luanne Roberts,1
1587,376134,Jason Segel,2
1588,41682,Georges Corraface,2
1589,1373,Stephen Fry,2
1590,473491,,
1591,367975,Alexa Castillo,0
1592,93458,Pierce Brosnan,2
1593,54400,David Blair,0
1594,247334,Renn Reed,0
1595,448870,,
1596,608473,,
1597,604171,Marvin Payne,0
1598,655720,,
1599,732350,Justin R. Durban,2
1600,54901,Fiore Tedesco,0
1601,48521,,
1602,300061,,
1603,469673,,
1604,630787,,
1605,194710,Alvaro Costa,0
1606,276087,Matt Farah,0
1607,631997,Kippei Shiina,2
1608,517909,Meryl Streep,1
1609,259284,Carol Burnett,1
1610,374504,Eliza Taylor,1
1611,589023,Rodney Hyden,0
1612,656603,Will Ferrell,2
1613,509903,Bo Butterworth,0
1614,199928,Jared Leto,2
1615,241765,Jason Patric,2
1616,63502,Tim Daly,2
1617,186682,Tony Curtis,2
1618,147264,Woody Allen,2
1619,605347,Jon Foo,2
1620,377242,George Sanders,2
1621,85726,Craig Wasson,2
1622,404193,Herb Lichtenstein,0
1623,475483,Joan Barry,1
1624,520029,,
1625,336151,Antonio Margheriti,2
1626,628079,Kola Krauze,2
1627,399695,Darren McGavin,2
1628,444052,Arden Booth,0
1629,679155,Jacqueline Logan,1
1630,505230,,
1631,696066,Midi Onodera,1
1632,698629,Grainger Hines,2
1633,506009,,
1634,571785,Lee Je-hoon,2
1635,134207,Guy L'Ecuyer,0
1636,614409,Lana Condor,1
1637,625561,Travis Scott,2
1638,660609,Mamoudou Athie,0
1639,254053,Julie Benz,1
1640,318162,,
1641,24224,Minnie Driver,1
1642,9522,Owen Wilson,2
1643,726649,Nicolas Anelka,2
1644,774372,Ariana Grande,1
1645,410199,Robbie Amell,2
1646,398137,Parker Posey,1
1647,438455,Bailey Noble,1
1648,46718,Neal McDonough,2
1649,573685,,
1650,15322,Reece Dinsdale,2
1651,241170,Chris Carter,2
1652,672035,David Arquette,2
1653,160704,Ha Jung-woo,2
1654,281014,Bobby Johnston,2
1655,339489,Manoel de Oliveira,2
1656,17238,Brian Dennehy,2
1657,535805,Danica McKellar,1
1658,341018,Ricardo Urgell,0
1659,794989,,
1660,518795,,
1661,329443,David Hedison,2
1662,75442,James Franco,2
1663,6554,Kurt Naumann,2
1664,264518,Song Yang,2
1665,632602,Esteban Berrones,0
1666,588275,Diego Calderón-Franco,0
1667,121446,Regina Alvarez,0
1668,174326,Kodi Smit-McPhee,2
1669,654299,Omar Chaparro,2
1670,442214,Darío Frías,2
1671,255811,Redd Foxx,2
1672,26425,Andy García,2
1673,21539,Denzel Washington,2
1674,502122,Elvire Emanuelle,1
1675,516825,Nyasa Bakker,0
1676,568091,Sam Worthington,2
1677,477634,April Pearson,1
1678,249109,Callum Blue,2
1679,334742,Eric Roberts,2
1680,226810,,
1681,234370,Daws Butler,2
1682,698318,,
1683,673125,Jacqueline Marie Alberto,0
1684,378624,,
1685,677159,,
1686,461081,,
1687,211618,Amy Brower,0
1688,464868,,
1689,450489,Gugu Mbatha-Raw,1
1690,658760,Lisa Vicari,1
1691,95932,Santiago Segura,2
1692,588459,Erkan Kolçak Köstendil,2
1693,236053,Kemal Sunal,2
1694,48635,Santiago Segura,2
1695,361583,Murat Akkoyunlu,0
1696,732116,,
1697,811025,Çetin Öner,0
1698,271955,Meltem Cumbul,1
1699,365934,Datin Saadiah,0
1700,533160,Shamil Suleymanov,2
1701,602899,Uğur Çavuşoğlu,0
1702,748888,Ioana Bugarin,0
1703,528305,Sinan Bengier,0
1704,657284,Yalçın Gülhan,0
1705,444940,Arbaaz Khan,2
1706,52899,Akash Bhatija,0
1707,159654,Aamir Khan,2
1708,531380,Ekin Cheng Yee-Kin,2
1709,76600,Sam Worthington,2
1710,656353,John Shepherd,0
1711,655830,Reza Rahadian,2
1712,690596,Cyntoia D. Brown,1
1713,285595,,
1714,519035,Sanaa Lathan,1
1715,560050,Cathy Ang,1
1716,626267,Jessica Lowndes,1
1717,126181,Merle Oberon,1
1718,603342,,
1719,38917,Ralph Garner,0
1720,62604,Dave Thomas,2
1721,614488,Bakary Diombera,2
1722,428612,Yance Ford,2
1723,351418,Tommy J. Michaels,0
1724,624989,Sturgill Simpson,2
1725,502166,Eben Britton,0
1726,672745,Bhisma Mulia,0
1727,433878,Bill Nye,2
1728,711715,Barry Watson,2
1729,640208,Helen Baranova,0
1730,674944,Javier Gutiérrez,2
1731,198182,Cristin Milioti,1
1732,64309,Raymond Pak-Ming Wong,2
1733,560044,Will Forte,2
1734,399361,Ben Affleck,2
1735,549599,Carles Puigdemont,2
1736,581420,Spencer Locke,1
1737,471014,Frank Grillo,2
1738,510710,Vin Diesel,2
1739,433310,Adam DeVine,2
1740,782376,Amy Linker,0
1741,617331,,
1742,342470,Elle Fanning,1
1743,615466,Auli'i Cravalho,1
1744,494092,Ashleigh Ball,1
1745,192572,Lou Taylor Pucci,2
1746,59261,Guy Laliberté,2
1747,402110,Cileste Eslar,0
1748,555016,John Rubinstein,2
1749,690118,Eileen Myles,1
1750,665251,Tatsuhisa Suzuki,2
1751,589116,Antoine Griezmann,2
1752,770922,,
1753,55294,Marcia Gay Harden,1
1754,53469,Clarence Nash,2
1755,477492,Kalabhavan Mani,2
1756,783634,Grantland Hawkins,0
1757,270612,,
1758,127741,Gary Busey,2
1759,770150,Julie Zen,0
1760,810440,,
1761,547567,Adam Carbone,0
1762,726125,,
1763,429799,Kinkini Sen,0
1764,818119,Chadwick Boseman,2
1765,601801,Abhay Deol,2
1766,35102,Serina Hayakawa,1
1767,32516,Tam Kon-Chung,2
1768,409269,Oceane Zhu,0
1769,815193,Lee Chang-Hun,2
1770,24830,Johnny Yune,2
1771,581859,Delroy Lindo,2
1772,809208,Dolly Parton,1
1773,531454,Rachel McAdams,1
1774,343674,Carla Gugino,1
1775,575774,Sope Dirisu,2
1776,32294,Cary Grant,2
1777,663592,Tallulah Bankhead,1
1778,621501,Sessue Hayakawa,2
1779,753372,Billy Quirk,2
1780,348014,Svein Sturla Hungnes,0
1781,667174,,
1782,622855,Forest Whitaker,2
1783,593280,Henry Ascher,0
1784,530154,Radhika Apte,1
1785,458576,Milla Jovovich,1
1786,813258,Brian Hull,2
1787,489932,Kelvin Harrison Jr.,2
1788,627661,Jamie Bell,2
1789,9297,Mitchel Musso,2
1790,262841,Lucas Till,2
1791,413736,Hippo Cabal,0
1792,624963,Tamara Smart,1
1793,504,Charlize Theron,1
1794,340103,Zoe Kazan,1
1795,736485,Tom Sizemore,2
1796,303858,George Clooney,2
1797,324963,Haviland Stillwell,1
1798,4379,Jennifer Lopez,1
1799,420279,Phillip Adrian Vasquez,0
1800,47533,Robbie Amell,2
1801,258230,Lewis MacDougall,2
1802,138038,Olivia Holt,1
1803,1415,Seth Green,2
1804,447113,Katy Townsend,0
1805,407436,Rohan Chand,2
1806,698432,Jorge Garcia,2
1807,430830,Hulk Hogan,2
1808,18561,Maura Tierney,1
1809,471498,Mélanie Laurent,1
1810,587756,Rohini Hattangadi,1
1811,269212,Małgorzata Braunek,1
1812,586965,,
1813,693794,,
1814,791242,,
1815,196237,,
1816,140479,Esperanza Spalding,0
1817,522611,,
1818,832218,,
1819,84442,Aleksey Filimonov,2
1820,60775,Stef Aerts,0
1821,482477,Gopichand,2
1822,516714,Gabriel Spahiu,2
1823,746769,Mariya Zykova,1
1824,47960,Nena Mendi,1
1825,218913,Taras Denisenko,0
1826,161293,Jean-Michel Jarre,2
1827,24391,Francis Rimbert,0
1828,384677,Zoey Deutch,1
1829,70586,50 Cent,2
1830,316733,Pete Smith,2
1831,675083,,
1832,478270,Anthony Wong,2
1833,562200,Vincent Wan Yeung-Ming,2
1834,79322,Christy Chung Lai-Tai,1
1835,197013,Billy Zane,2
1836,744952,Ben Lewis,2
1837,17218,Robert Ryan,2
1838,665867,Adesua Etomi-Wellington,0
1839,315305,Maurice Denham,2
1840,835835,,
1841,719232,Park Soo-yeon,1
1842,688421,,
1843,145410,,
1844,657047,,
1845,130377,Helene Chadwick,1
1846,695678,Keshia Knight Pulliam,1
1847,9618,Sylvester Stallone,2
1848,432789,Jessica Williams,1
1849,544415,Tzi Ma,2
1850,412209,Callum Turner,2
1851,455024,,
1852,528491,Jack Cruz,2
1853,578908,Eric André,2
1854,744096,Maya Dagher,0
1855,281165,,
1856,321946,,
1857,492192,Tom Audenaert,2
1858,672746,Jacque Arlow,0
1859,812979,Isaac Nevrla,0
1860,464311,,
1861,488400,,
1862,30413,Ethan Suplee,2
1863,35250,Johnny Barker,2
1864,18785,Bradley Cooper,2
1865,109439,Bradley Cooper,2
1866,45243,Bradley Cooper,2
1867,405774,Sandra Bullock,1
1868,724583,Sandra Bullock,1
1869,805320,,
1870,714338,Tripti Dimri,1
1871,778730,Álvaro Cervantes,2
1872,535356,Natalia de Molina,1
1873,58058,Vanessa Paradis,1
1874,191312,Ana Turpin,0
1875,110207,Aina Clotet,1
1876,114337,Fernando Rey,2
1877,128177,Sherlyn,1
1878,436587,Mariah Bonner,1
1879,437692,,
1880,3515,Clive Owen,2
1881,390782,Steve Aoki,0
