Performer,Metascore
Shawn Jolly,82.0
Shawn Lawrence,60.0
Shawn M. Essler,49.0
Shawn Macdonald,7.0
Shawn Mahoney,41.0
Shawn McAllister,64.0
Shawn Michael Howard,33.5
Shawn Michaels,36.0
Shawn Michelle Cosby,13.0
Shawn Nelson,57.5
Shawn Parr,37.0
Shawn Parrish,44.0
Shawn Parsons,33.5
Shawn Phelan,46.0
Shawn Prince,45.0
Shawn Proctor,44.0
Shawn Pyfrom,41.5
Shawn Reaves,62.0
Shawn Roberts,48.90909090909091
Shawn Robinson,49.0
Shawn Ryan,62.0
Shawn Schepps,75.0
Shawn Singleton,49.0
Shawn Stockman,67.0
Shawn Thompson,77.0
Shawn Wayans,35.666666666666664
Shawn Weatherly,33.0
Shawn Wilson,75.0
Shawna Rae Moseley,79.0
Shawna Waldron,67.0
Shawnee Smith,40.2
Shay Astar,41.5
Shay Brown,42.0
Shay Duffin,26.666666666666668
Shay Lee Abeson,90.0
Shay Mitchell,36.666666666666664
Shay Roundtree,63.0
Shay Walker,54.0
Shayan Munshi,24.0
Shaye Ogbonna,66.0
Shayla Curran,67.0
Shayla Hardy,57.0
Shaylena Mandigo,61.0
Shayna McHayle,85.0
Shayne Anderson,42.0
Shayne Coleman,59.0
Shayne Gray,60.0
Shayne J. Cullen,73.0
Shayur Mehta,42.0
Shazad Latif,57.666666666666664
Shazi Raja,70.0
Shaznay Lewis,66.0
Shea Adams,53.0
Shea Buckner,27.25
Shea Degan,64.0
Shea Fowler,66.0
Shea Kelly Benezra,67.0
Shea Pepe,54.0
Shea Whigham,57.96969696969697
Sheb Wooley,74.5
Shecky Greene,59.0
Shedrack Anderson III,39.0
Sheede Dana,50.0
Sheena Kamal,75.0
Sheena Larkin,79.0
Sheeri Rappaport,51.0
Sheetal Sheth,36.666666666666664
Shefali Shah,77.0
Shehab Ibrahim,62.0
Sheikh Wali,84.0
Sheila Allen,69.5
Sheila Anderson,63.0
Sheila Cutchlow,26.0
Sheila Dobee,56.0
Sheila Dubman,78.0
Sheila E.,30.5
Sheila Edmondson,20.0
Sheila Etxeberría,64.0
Sheila Ferrini,60.0
Sheila Frazier,67.0
Sheila Gish,21.0
Sheila Hancock,53.666666666666664
Sheila Hullihen,85.0
Sheila Johnson,47.0
Sheila Kelley,50.8
Sheila Kennedy,47.0
Sheila Latimer,66.0
Sheila McCarthy,45.25
Sheila McKellan,53.0
Sheila Paterson,49.5
Sheila Raynor,71.0
Sheila Robins,54.0
Sheila Rogers,61.0
Sheila Rosenthal,57.0
Sheila Sealy-Smith,33.0
Sheila Simpson,60.0
Sheila Stasack,58.0
Sheila Tapia,37.0
Sheila Tousey,43.333333333333336
Sheila Vand,60.25
Sheila White,66.0
Sheila Zane,48.0
Sheilagh Weymouth,67.0
Shelagh Fraser,88.0
Shelagh Ratner,67.0
Shelbie Bruce,48.0
Shelby Adamowsky,71.0
Shelby Alexis Irey,21.0
Shelby Balik,73.0
Shelby Brammer,77.0
Shelby Bryant,62.0
Shelby Chong,43.0
Shelby Dash,56.0
Shelby Fero,57.0
Shelby Grant,72.0
Shelby Hoffman,62.0
Shelby Leverington,64.0
Shelby Lynne,72.0
Shelby Mailloux,58.0
Shelby Morimoto,58.0
Shelby Rebecca Wong,75.0
Shelby Simmons,60.0
Shelby Tsuhlares,65.0
Shelby Young,30.0
Sheldon A. Smith,72.0
Sheldon Allman,62.0
Sheldon Bailey,51.0
Sheldon Frett,43.0
Sheldon Hanai,60.0
Sheldon Peters Wolfchild,39.0
Shelean Newman,58.5
Shell Driver,43.0
Shelley Andagan,18.0
Shelley Berman,46.333333333333336
Shelley Bruce,42.0
Shelley Calene-Black,43.0
Shelley Conn,46.0
Shelley Dague,46.0
Shelley Delaney,66.0
Shelley Dowdy,31.0
Shelley Duvall,71.46153846153847
Shelley Fabares,29.0
Shelley Hack,51.0
Shelley Hennig,44.333333333333336
Shelley Illmensee,78.0
Shelley Long,51.1
Shelley Malil,49.25
Shelley McPherson,52.0
Shelley Morrison,68.0
Shelley Olivier,74.0
Shelley Peterson,34.0
Shelley R. Bonus,44.0
Shelley Regner,53.0
Shelley Robertson,33.0
Shelley Spurlock,64.0
Shelley Taylor Morgan,17.0
Shelley Thompson,50.0
Shelley Waggener,90.0
Shelley Winters,63.92857142857143
Shelli Boone,18.5
Shellie Price,1.0
Shelly Batt,68.0
Shelly Bolding,63.0
Shelly Cole,48.0
Shelly Desai,43.25
Shelly Frasier,41.0
Shelly Ingram,63.0
Shelly Lipkin,74.0
Shellye Broughton,30.0
Shemar Moore,43.0
Shen Shou He,57.0
Shenae Grimes-Beech,52.0
Shenell Edmonds,63.5
Shenell Randall,60.0
Shepherd Sanders,60.0
Shepperd Strudwick,76.0
Sher Agah,32.0
Sher Alai,32.0
Shera Danese,55.333333333333336
Sheran Goodspeed Keyton,52.0
Sheree J. Wilson,34.0
Sheree North,56.333333333333336
Sheri Foster,70.0
Sheri Mann Stewart,54.0
Sheri Moon Zombie,46.166666666666664
Sheri Vecchio,74.0
Sheri Wenden,24.0
Sheridan Cole,66.0
Sheridan Smith,35.0
Sherie Rene Scott,29.5
Sherilyn Fenn,41.77777777777778
Sherman Augustus,44.0
Sherman G. Lloyd,47.0
Sherman Hemsley,7.0
Sherman Howard,52.5
Sherman Smith,72.0
Sherri Brewer,66.0
Sherri Callahan,58.0
Sherri Howard,45.0
Sherri Parker Lee,53.0
Sherri Rickman,56.0
Sherri Saum,34.0
Sherri Shepherd,47.9
Sherri Stoner,17.0
Sherrie Rose,55.5
Sherril Johnson,32.0
Sherry Cola,41.0
Sherry H. Arell,20.0
Sherry Jackson,81.0
Sherry Lansing,55.0
Sherry Lynette,57.0
Sherry Mandujano,46.0
Sherry Presnell,49.0
Sherry Romanzi,62.0
Sherry Stringfield,31.25
Shershah Mizan,91.0
Shervin Davatgar,34.0
Sherwood Ball,82.0
Sheryl Ann Martin,44.0
Sheryl Crow,56.0
Sheryl Lee,48.166666666666664
Sheryl Lee Ralph,47.166666666666664
Sheryl Sims-Daniels,82.0
Sheryl Underwood,53.0
Shetu Musah,70.0
Shevonne Durkin,40.0
Shezi Sardar,66.0
Shi Shi,50.0
Shia LaBeouf,55.52173913043478
Shiang-chyi Chen,39.0
Shichinosuke Nakamura,55.0
Shidô Nakamura,64.5
Shiek Mahmud-Bey,43.0
Shiela Bailey Lucas,72.0
Shigeru Akahori,61.0
Shigeru Kôyama,56.0
Shigeto Tachihara,81.0
Shih-Ching Tsou,86.0
Shihaan Bakshi,65.0
Shijia Lü,61.0
Shiloh Fernandez,45.642857142857146
Shiloh Nelson,31.0
Shiloh Selassie,83.0
Shiloh Verrico,58.0
Shimen Ruskin,67.0
Shimin Zhang,89.0
Shimon Mimran,69.0
Shimon Moore,41.0
Shin Koyamada,41.0
Shin'ichi Chiba,69.0
Shin'ya Tsukamoto,79.0
Shinelle Azoroh,48.0
Shing Ka,27.0
Shinichi Takashima,49.0
Shinji Ikefuji,61.0
Shinobu Terajima,69.0
Shintaro Wada,55.0
Shioli Kutsuna,50.75
Shiori Ideta,69.0
Shiping Cao,42.0
Shira Haas,52.5
Shira Lazar,59.0
Shira Piven,51.0
Shira Zimbeck,44.0
Shiree Nelson,43.0
Shireen Strooker,4.0
Shirel,39.0
Shiri Appleby,40.0
Shirl Bernheim,45.0
Shirlee Kong,38.0
Shirlee Strasser,40.0
Shirley Anderson,67.0
Shirley Anne Field,56.0
Shirley Caesar,53.0
Shirley Chantrell,73.0
Shirley Cheechoo,56.0
Shirley Chen,63.0
Shirley Chovoski,32.0
Shirley Cody,52.0
Shirley Dixon,44.0
Shirley Douglas,61.5
Shirley Henderson,65.0
Shirley Jones,38.0
Shirley Jones Byrd,49.0
Shirley Jordan,35.0
Shirley Knight,41.13333333333333
Shirley MacLaine,55.9
Shirley McQueen,34.0
Shirley Miller,72.0
Shirley Mills,96.0
Shirley Rumierk,39.0
Shirley Sonderegger,39.0
Shirley Stoler,65.0
Shirley Venard,55.0
Shirly Brener,58.0
Shiro Aoki,41.0
Shishir Kurup,56.5
Shiva Gordon,57.0
Shiva Rose,20.0
Shivam Vichare,56.0
Shivani Ghai,28.0
Shizuko Hoshi,57.5
Shlomi Avraham,80.0
Shlomit Hagoel,54.0
Shlomo Klein,81.0
Shlér Murdochy,43.0
Shmuel Edelman,58.0
Shmuel Levy,94.0
Shmuel Shiloh,47.0
Shoa Hussain,41.0
Shoba Narayan,75.0
Shobu Kapoor,21.0
Shohreh Aghdashloo,49.0
Shoki Mokgapa,58.0
Shokri Amirali,58.0
Shon Blotzer,30.0
Shon Greenblatt,39.0
Shondrella Avery,56.75
Shoniqua Shandai,75.0
Shonique Watkins,65.0
Shonni Enelow,69.0
Shonte Jackson,90.0
Shooter Jennings,72.0
Shoshana Bush,40.0
Shoshannah Stern,39.0
Shoshi Marciano,54.0
Shoyi Cheng,42.0
Shravanthi Sainath,79.0
Shredi Jabarin,49.0
Shree Crooks,64.0
Shriya Saran,40.0
Shu Chen,53.0
Shuai Chi,47.0
Shuhe,48.0
Shuler Hensley,43.0
Shulie Cowen,47.0
Shun Sugata,47.0
Shun-Yin Leung,29.0
Shuna Lemoine,55.0
Shunori Ramanathan,62.0
Shunsuke Fujita,61.0
Shunsuke Kazama,15.0
Shuya Chang,36.0
Shuya Sophia Cai,46.0
Shuzhen Zhao,89.0
Shwayze,22.0
Shyaam Karra,35.0
Shyann McClure,29.0
Shydel James,36.0
Shyla Molhusen,58.0
Shyloh Oostwald,53.0
Shyrley Rodriguez,44.0
Shélan O'Keefe,65.0
Shô Kosugi,31.5
Shôgo Shimada,46.0
Shôhei Hino,48.0
Shôzô Sasaki,51.0
Shû Nakajima,28.0
Si Y Jo,56.0
Si-yeon Park,27.0
Sia,51.0
Sia A. Moody,61.0
Siale Tunoka,56.0
Sian Davis,57.0
Sian Heder,51.0
Sian Thomas,56.0
Sian Webber,45.0
Sianoa Smit-McPhee,56.0
Sibel Kekilli,39.0
Sibongile Nojila,74.0
Sicily Bellia,36.0
Sicily Johnson,56.0
Sid,58.0
Sid Caesar,48.25
Sid Haig,49.90909090909091
Sid Hillman,65.0
Sid Johnson,45.0
Sid Lynas,50.0
Sid McCoy,87.0
Sid O'Connell,53.0
Sid Shanley,80.0
Siddarth Jadhav,70.0
Siddharth Dhananjay,55.5
Siddique Ahmed,74.0
Sidi Henderson,48.5
Sidney Allison,45.0
Sidney Armus,61.75
Sidney Baxley,26.0
Sidney Blackmer,96.0
Sidney Dawson,68.0
Sidney Faison,57.0
Sidney Flanigan,91.0
Sidney Fullmer,54.0
Sidney Grigg,24.0
Sidney Mende-Gibson,49.0
Sidney Miller,63.0
Sidney Poitier,66.22222222222223
Sidney Ralitsoele,44.0
Sidney S. Liufau,45.0
Sidné Anderson,74.0
Sidse Babett Knudsen,50.0
Siegbert Prawer,89.0
Siegfried Fischbacher,20.0
Siegfried Rauch,64.5
Siena LaGambina,18.0
Sienna Carlson,38.0
Sienna Guillory,38.714285714285715
Sienna Miller,51.0
Sienna Tow,23.0
Sierra Aylina McClain,44.5
Sierra Boggess,57.0
Sierra Capri,23.0
Sierra Feldner-Shaw,49.0
Sierra Fisk,47.0
Sierra Heuermann,38.0
Sierra Jade Sampson,59.0
Sierra Malo,50.0
Sierra McCormick,54.4
Sierra Pecheur,68.5
Sierra Pond,39.0
Sierra Rose Smith,41.0
Sig Libowitz,74.5
Sig Ruman,85.33333333333333
Sig Sakowicz,48.0
Signe Baumane,78.0
Signy Coleman,36.0
Sigourney Weaver,60.05128205128205
Sigrid Mölg,84.0
Sigrid Wurschmidt,46.0
Sigrid von Richthofen,80.0
Siim Maaten,56.0
Sila Agavale,33.0
Silas Archer Gustav,51.0
Silas Carson,58.5
Silas Cooper,81.0
Silas Howard,47.0
Silas Weir Mitchell,24.0
Silas Yelich,66.0
Sile Zhang,60.0
Silja Eriksen Jensen,71.0
Silkie O'Ishi,39.0
Silvan Friedman,55.0
Silvana Bosi,61.0
Silvana Gallardo,11.0
Silvana Mangano,40.0
Silverio Palacios,10.0
Silvestre Rasuk,83.0
Silvia Colloca,35.0
Silvia Curiel,68.0
Silvia Mathis,61.0
Silvia Morigi,71.0
Silvia Pérez,65.0
Silvio Muccino,56.0
Silvio Simac,44.5
Sima Salti,56.0
Simara Richler,32.0
Simbi Kali,27.0
Simeon Henderson,71.0
Simeon Moore,55.0
Simi Garewal,80.0
Simmy Bow,54.0
Simon,53.0
Simon Abkarian,71.66666666666667
Simon Adams,62.0
Simon Anderson,57.0
Simon Armstrong,68.0
Simon Atherton,34.0
Simon Baker,49.94117647058823
Simon Bamford,40.0
Simon Barrett,55.875
Simon Billig,78.0
Simon Burke,49.0
Simon Burvill-Holmes,58.0
Simon Callow,62.44444444444444
Simon Chadwick,43.0
Simon Chandler,55.333333333333336
Simon Chin,44.0
Simon Chuckster,71.0
Simon Connolly,45.0
Simon Cowell,43.0
Simon Craig,69.0
Simon Day,48.0
Simon Delaney,54.5
Simon Doniol-Valcroze,32.0
Simon Dutton,63.0
Simon Farnaby,31.0
Simon Fisher-Turner,65.0
Simon Gleeson,34.0
Simon Gonzalez,58.0
Simon Greenall,73.5
Simon Harrison,64.0
Simon Harvey,55.0
Simon Helberg,44.5
Simon Howe,66.0
Simon J. Smith,84.0
Simon J. Williamson,66.0
Simon Jacobs,57.0
Simon James Morgan,46.0
Simon Jones,57.5
Simon Kaplan,82.0
Simon Kassianides,45.0
Simon Kunz,51.875
Simon Lee Phillips,73.0
Simon MacCorkindale,29.0
Simon Maiden,67.0
Simon Maxwell,60.0
Simon McBurney,63.4
Simon Meacock,52.0
Simon Mead,49.0
Simon Merrells,43.0
Simon Miller,50.0
Simon Muller,52.0
Simon Nehan,73.0
Simon O'Connor,41.0
Simon O'Driscoll,55.0
Simon Oakland,88.0
Simon Orson Jaglom,39.0
Simon Paisley Day,52.0
Simon Pegg,57.470588235294116
Simon Perina,49.0
Simon Prescott,76.0
Simon Quarterman,18.0
Simon R. Barker,51.0
Simon Rex,42.5
Simon Reynolds,42.0
Simon Rhee,29.25
Simon Russell Beale,68.66666666666667
Simon Scardifield,39.0
Simon Shackleton,42.0
Simon Shepherd,24.0
Simon Templeman,43.0
Simon Trinder,75.0
Simon Ward,42.0
Simon Webb,37.0
Simon Wilson,62.0
Simon Woods,66.33333333333333
Simon Worgan,65.0
Simon Yam,47.5
Simon Yin,35.0
Simona Amato,70.0
Simona Williams,53.0
Simone Ashley,53.0
Simone Baker,69.0
Simone Battle,48.0
Simone Bowkett,49.0
Simone Gad,78.0
Simone Griffeth,28.333333333333332
Simone Joy Jones,36.0
Simone Kirby,31.0
Simone Lopez,64.0
Simone Missick,75.0
Simone Parker,74.0
Simone Policano,44.0
Simone Schachter,45.0
Simone Vannucci,30.0
Simone White,32.0
Simone-Élise Girard,73.0
Simos Kalivas,54.0
Simply Phillip Brown,44.0
Simón Andreu,59.0
Sina Amedson,65.0
Sinbad,41.285714285714285
Sincere L. Bobb,33.0
Sinclaire Schaefer,26.0
Sincée J. Daniels,56.0
Sinead Matthews,67.0
Sinead O'Keeffe,3.0
Sinjai Plengpanich,33.0
Sinqua Walls,36.0
Sinéad Cusack,56.0
Siobhan Fallon Hogan,47.588235294117645
Siobhan Flynn,33.0
Siobhan Hayes,76.0
Siobhan Hewlett,43.0
Siobhan Hodgson,49.0
Siobhan Keegan,65.0
Siobhan McKenna,69.0
Siobhan Williams,65.0
Sion Tudor Owen,64.0
Sione Kelepi,52.0
Sioux-z Jessup,44.0
Sir Hollywood,32.0
Sir Jonathan Oliver,55.0
Sir Lancelot,80.0
Sireesha Katragadda,46.0
Sirena Irwin,47.0
Siri,75.0
Siri Baruc,34.0
Siri Howard,83.0
Siri Sirijane,17.0
Siri Svegler,56.0
Siro Fazlian,65.0
Sisqó,40.5
Sissi Perlinger,19.0
Sissy Lucas,87.0
Sissy Spacek,63.416666666666664
Sistine Rose Stallone,43.0
Sit Lenh,66.0
Sita Steele,74.0
Sita Young,69.0
Sitaram D. Kadam,70.0
Sithembiso Khumalo,62.0
Siu Man Ting,51.0
Siu Ta,64.0
Siu-Ming Lau,38.0
Siviwe Mazibuko,29.0
Six Hits and a Miss,84.0
Siya,54.0
Sizo Motsoko,29.0
Sizwe Msutu,23.0
Siân Phillips,55.666666666666664
Sjoukje De Jong Douma,25.0
Skandar Keynes,63.333333333333336
Skeet Ulrich,53.0
Skeeta Jenkins,51.5
Skeleton,45.0
Ski Carr,71.0
Skinny Puppy,48.0
Skip Bayless,78.0
Skip Hinnant,54.0
Skip Homeier,94.0
Skip Lackey,64.0
Skip Martin,63.0
Skip O'Brien,42.0
Skip Ward,71.5
Skip Welker,76.0
Skipp Lynch,54.0
Skipp Sudduth,56.5
Sky,47.0
Sky Bear Aguilar,57.0
Sky Elobar,49.333333333333336
Sky Ferreira,64.5
Sky Hirschkron,68.5
Sky Nicole Grey,59.0
Sky Ok Gray,74.0
Sky du Mont,68.0
Skye Arnold,54.0
Skye Emerson,37.0
Skye Lourie,51.0
Skye McCole Bartusiak,35.333333333333336
Skye P. Marshall,38.5
Skye Stewart,57.0
Skyla Rose,46.0
Skylan Brooks,48.4
Skylar Astin,46.888888888888886
Skylar Bernon,57.0
Skylar Burke,33.0
Skylar Dunn,48.0
Skylar Gaertner,55.666666666666664
Skylar Gasper,56.0
Skyler Brigmann,44.0
Skyler Fortgang,62.0
Skyler Gisondo,59.2
Skyler M. Day,38.0
Skyler Meacham,80.0
Skyler Samuels,37.333333333333336
Skyler Shaye,15.0
Skyler Stone,37.0
Skyy Moore,65.5
Slade Barnett,32.0
Slade Pearce,26.0
Slaine,65.6
Slash,54.0
Slava Schoot,9.0
Slavisa Curovic,52.0
Slavitza Jovan,49.5
Slavko Juraga,43.0
Slick Rick,26.0
Slick Woods,72.0
Slim,96.0
Slim DeGrey,85.0
Slim Pickens,54.1
Slim Summerville,83.5
Sloan Roberts,56.5
Sloan Thompson,74.0
Sloane Avery,66.0
Sloane Coombs,34.0
Sloane Murray,77.0
Sloane Shelton,62.666666666666664
Sloane Warren,31.0
Slobodan 'Boda' Ninkovic,52.0
Slobodan Dimitrijevic,51.0
Sly Smith,20.0
Smadar Brener,54.0
Smita Patel,50.0
Smita Satiani,67.0
Smith Cho,43.0
Smokey Hormel,81.0
Smutty Smiff,10.0
Sneider Castro,78.0
Snooky Bellomo,54.0
Snoop Dogg,44.69230769230769
Snorri Engilbertsson,37.0
Snow Keim,57.0
Snowy Winters,69.0
Socorra Mora,71.0
Socorro Santiago,48.0
Socratis Otto,33.0
Sofia Aivathiadou,69.0
Sofia Barclay,59.0
Sofia Black-D'Elia,42.5
Sofia Boutella,56.6
Sofia Buenaventura,78.0
Sofia Comparini,34.0
Sofia Coppola,67.0
Sofia Eng,38.0
Sofia Hasmik,51.5
Sofia Luca,45.0
Sofia Mali,45.0
Sofia Milos,37.5
Sofia Polanska,55.0
Sofia Rosinsky,41.0
Sofia Scarpa Saldanha,63.0
Sofia Shinas,71.0
Sofia Toufa,61.0
Sofia Vassilieva,46.0
Sofia Wells,23.0
Sofie Kasten,64.0
Sofía Castro,58.0
Sofía Espinosa,81.0
Sofía Gala,65.0
Sofía Sisniega,10.0
Sofía Vergara,42.421052631578945
Sofía Viruboff,52.0
Soheil Parsa,65.0
Sohm Kapila,34.0
Sohr Picart,59.0
Sol Abrams,69.0
Sol Frieder,51.0
Sol Leon,30.0
Sol Oca,30.0
Sol Rodriguez,55.0
Solal Forte,76.0
Solange,29.0
Solange Morand,57.0
Solar,31.0
Soledad St. Hilaire,60.857142857142854
Soleil McGhee,41.0
Soleyman Pierini,70.0
Solita R. Nadal,64.0
Solla Park,52.0
Solly Duran,30.0
Solman Wiser,56.0
Solomon Burke,77.0
Solomon Burke Jr.,61.0
Solon Carter,25.0
Solya Spiegel,79.0
Soma Chhaya,62.5
Soma Mitra,33.0
Somajia Razaya,37.0
Somboon Phutaroth,43.0
Somchai Santitharangkun,42.0
Someshô Matsumoto,40.0
Somizi Mhlongo,71.0
Somkuan 'Kuan' Siroon,77.0
Somlock Kamsing,76.0
Sommore,40.5
Sona Eyambe,26.0
Sonali Kulkarni,55.0
Sonam Phuntsok,74.0
Sonam Wangchuk,55.0
Sondra Blake,28.0
Sondra Currie,30.0
Sondra James,55.125
Sondra Locke,56.375
Sondra Morton,50.5
Sonephet Inthisome,76.0
Sonequa Martin-Green,55.0
Sonia Acevedo,84.0
Sonia De Los Santos,46.0
Sonia Doubell,49.0
Sonia Feigelson,62.0
Sonia Iris Lozada,62.0
Sonia Manzano,59.0
Sonia Maria Chirila,57.0
Sonia Nassery Cole,37.0
Sonia Rockwell,43.0
Sonia Villani,52.0
Sonia Zomina,56.0
Sonja Bennett,54.5
Sonja Dunson,71.0
Sonja Francis,66.0
Sonja Richter,68.0
Sonja Smits,52.5
Sonja Sohn,63.333333333333336
Sonje Fortag,63.5
Sonnie Brown,46.75
Sonny,40.0
Sonny Abagnale,55.0
Sonny Barnes,51.0
Sonny Bhatt,75.0
Sonny Bono,53.5
Sonny Burnette,30.0
Sonny Carl Davis,55.25
Sonny Castillo,66.0
Sonny Chatwiriyachai,43.0
Sonny Craver,65.0
Sonny Franks,60.0
Sonny Gerasimowicz,71.0
Sonny Greenback,66.0
Sonny Grosso,68.5
Sonny Jim Gaines,45.0
Sonny Landham,53.6
Sonny Marinelli,31.0
Sonny Saito,82.5
Sonny Seiler,65.0
Sonny Shroyer,48.0
Sonny Tanning,44.0
Sonny Terry,61.0
Sonny Zito,54.0
Sonoya Mizuno,72.0
Sons of the Pioneers,69.0
Sonsee Neu,76.0
Sonu Sood,50.0
Sonya Balmores,53.0
Sonya Davison,69.0
Sonya Eddy,34.0
Sonya Harum,78.0
Sonya Jehan,50.0
Sonya Kelly,74.0
Sonya Leslie,53.0
Sonya Salomaa,15.0
Sonya Thaper,41.0
Sonya Walger,40.0
Soo Drouet,51.0
Sook-Yin Lee,64.0
Soomin Lee,29.0
Soon-Tek Oh,48.75
Soon-bae Cha,65.0
Sope Aluko,43.0
Sope Dirisu,40.0
Sophi Bairley,67.0
Sophi Knight,33.0
Sophia Adella Luke,25.0
Sophia Adler,48.0
Sophia Aguiar,24.0
Sophia Ali,37.25
Sophia Alison,65.0
Sophia Anne Caruso,55.0
Sophia Antonini,63.0
Sophia Bernard,53.0
Sophia Brown,74.0
Sophia Bush,39.8
Sophia Di Martino,55.0
Sophia DiStefano,83.0
Sophia Domoulin,40.0
Sophia Eraklis,36.5
Sophia Jurewicz,76.0
Sophia Lillis,55.166666666666664
Sophia Loren,55.5
Sophia Metcalf,68.0
Sophia Mitri Schloss,62.0
Sophia Myles,41.0
Sophia Nickerson,59.0
Sophia Perez,17.0
Sophia Takal,59.0
Sophianna Smith,48.0
Sophie Arthuys,90.0
Sophie Auster,63.0
Sophie Avedikian,57.0
Sophie Cookson,39.5
Sophie Evans,81.0
Sophie Kennedy Clark,64.75
Sophie Knapp,79.0
Sophie Lane Curtis,45.333333333333336
Sophie Langevin,71.0
Sophie Lee,57.0
Sophie Levy,56.0
Sophie Linfield,67.0
Sophie Lowe,50.0
Sophie Lui,33.0
Sophie Marceau,47.4
Sophie McShera,65.5
Sophie Meister,56.0
Sophie Monk,23.333333333333332
Sophie Nyweide,45.333333333333336
Sophie Nélisse,51.8
Sophie Okonedo,42.42857142857143
Sophie Perry,72.0
Sophie Reid,78.0
Sophie Rix,41.0
Sophie Rois,53.0
Sophie Skelton,21.0
Sophie Stevens,26.0
Sophie Stuckey,48.0
Sophie Thatcher,49.0
Sophie Thompson,66.0
Sophie Touitou,52.0
Sophie Traub,58.0
Sophie Turner,42.5
Sophie Vavasseur,45.0
Sophie Ward,65.0
Sophie Wu,50.0
Sophie Wyburd,80.0
Sophie von Haselberg,66.0
Sophina Brown,26.0
Sophiya Haque,64.0
Soraya Azzabi,28.0
Soraya Butler,73.0
Sorel Carradine,45.0
Soren Fulton,36.5
Soren Hellerup,30.0
Sorika Wolf,73.0
Sorin Godi,3.0
Sorin Tofan,34.0
Sorrell Booke,64.0
Sorrells Pickard,1.0
Sosie Bacon,45.25
Sotorn Rungruaeng,52.0
Soudabeh Farrokhnia,57.0
Souleymane Sy Savane,62.666666666666664
Soupy Sales,26.0
Southern California Community Choir,60.0
Spalding Gray,60.888888888888886
Sparky Marcus,51.0
Sparky Watt,59.0
Specialist,76.0
Spelman M. Beaubrun,39.0
Spencer Aste,95.0
Spencer Baik,49.0
Spencer Berger,44.0
Spencer Berglund,47.0
Spencer Bogaert,63.0
Spencer Boldman,46.0
Spencer Breslin,33.81818181818182
Spencer Chandler,59.0
Spencer Charters,83.5
Spencer Curnutt,59.5
Spencer Falls,30.0
Spencer Fox,73.5
Spencer Garrett,47.625
Spencer Hicks,42.0
Spencer Howell,36.0
Spencer Kayden,58.0
Spencer Kingsley,26.0
Spencer Klein,61.5
Spencer Liff,56.0
Spencer List,44.0
Spencer Locke,48.75
Spencer Maybee,47.0
Spencer Milligan,77.0
Spencer Moreno,63.0
Spencer Moss,55.0
Spencer Neilan,72.0
Spencer Pickren,41.0
Spencer Quinn,28.0
Spencer Redford,50.0
Spencer Reinhard,68.0
Spencer Rocco Lofranco,42.0
Spencer S. Hanley,88.0
Spencer Stone,45.0
Spencer Tracy,66.16666666666667
Spencer Treat Clark,55.63636363636363
Spencer Vrooman,49.0
Spencer Wawak,74.0
Spencer Wilding,44.4
Spencir Bridges,13.0
Spenser Leigh,29.0
Spero Anast,78.0
Spice Williams-Crosby,43.0
Spider Allen,56.0
Spike Alexander,44.0
Spike Jonze,75.33333333333333
Spike Lee,66.33333333333333
Spike Leighton,78.0
Spike White,55.0
Spiro Malas,43.333333333333336
Spoken Reasons,60.0
Spragga Benz,36.0
Sprague Grayden,52.333333333333336
Spring Byington,89.5
Spyros Fokas,44.5
Srbo Markovic,59.0
Srey Cham,51.0
Sridhara Alavattam,31.0
Srinath Sampath,31.0
Srna Vasiljevic,60.0
St. John McKay,53.0
St. Vincent,61.0
Stacee Vatanapan,43.0
Stacey A. Snyder,55.0
Stacey Clickner,49.0
Stacey Crawley,40.0
Stacey Danger,51.0
Stacey Dash,41.4
Stacey Glick,45.0
Stacey Kuhne-Adams,57.0
Stacey LaBerge,88.0
Stacey Lewis,13.0
Stacey Miller,43.5
Stacey Nelkin,39.5
Stacey Pickren,54.5
Stacey Sargeant,68.5
Stacey Scowley,53.0
Stacey Travis,55.5
Stacey Whitmire,58.0
Staci Greason,13.0
Staci Harris,21.0
Staci Lynn Fletcher,49.0
Staci Rudnitsky,53.0
Stacie Greenwell,50.0
Stacie Mistysyn,16.0
Stacie Rippy,45.0
Stacy Brickson,46.0
Stacy Carroll,62.0
Stacy Daniel,16.0
Stacy Dawson,36.0
Stacy Edwards,45.285714285714285
Stacy Fair,34.0
Stacy Fischer,68.0
Stacy Fuson,52.0
Stacy Gilchrist,40.0
Stacy Grant,58.5
Stacy Hall,21.0
Stacy Harris,69.0
Stacy Hogue,40.0
Stacy Keach,50.35294117647059
Stacy Keach Sr.,15.0
Stacy Linn Ramsower,46.0
Stacy Manning,59.0
Stacy Martin,66.33333333333333
Stacy Nicole Peoples,57.0
Stacy Peralta,71.0
Stacy Rock,78.0
Stacy Shane,32.0
Stafford Douglas,63.333333333333336
Stafford Repp,71.0
Stafford Williamson,28.0
Stan Alexander,91.0
Stan Berger,46.0
Stan Bohrman,81.0
Stan Carp,60.0
Stan Collymore,26.0
Stan Egi,55.0
Stan Ellsworth,22.0
Stan Foster,36.0
Stan Freberg,69.5
Stan Ivar,25.0
Stan Jones,81.0
Stan Kaplan,69.0
Stan Lee,55.0
Stan Rice,50.0
Stan Ritchie,75.0
Stan Roth,82.0
Stan Shaw,51.333333333333336
